duration,protocol_type,service,src_bytes,dst_bytes,flag,wrong_fragment,hot,failed_logins,count,srv_count,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,label
1.2836,0,1,423.9377,601.6897,0,0.0,1.0,5.0,112,27,0.8656,0.0961,194,0.8159,3
1.9517,0,2,217.3679,4803.25,0,0.0,0.0,0.0,13,9,0.8332,0.0849,52,0.7337,0
0.7451,1,0,58.2476,12.3188,2,0.0,0.0,0.0,111,8,0.0533,0.7686,24,0.1068,2
0.0848,0,0,18.1431,23.9027,2,0.0,0.0,0.0,152,13,0.0299,0.7752,16,0.0195,2
7.4157,0,1,313.0212,200.0843,0,0.0,3.0,6.0,127,43,0.9044,0.0255,57,0.758,3
0.2805,0,3,100.567,7.7511,2,0.0,0.0,0.0,360,379,0.9015,0.0643,23,0.1294,1
0.5478,0,1,45.5893,24.5924,0,0.0,0.0,0.0,116,6,0.0403,0.789,18,0.0576,2
0.5216,0,2,63.1504,2.2705,2,0.0,0.0,0.0,163,3,0.0587,0.8493,23,0.044,2
2.0917,0,2,431.789,265.3821,0,0.0,1.0,6.0,64,37,0.9942,0.0387,189,0.6139,3
0.1664,0,0,23.4613,4.3322,1,0.0,0.0,0.0,369,360,0.9757,0.061,13,0.3971,1
1.0034,1,2,51.647,21.0236,2,0.0,0.0,0.0,95,8,0.1297,0.8893,15,0.0718,2
33.953,1,2,660.2989,3591.0833,0,0.0,0.0,0.0,20,9,0.8352,0.0721,139,0.7169,0
5.1902,1,0,350.5381,5197.7057,0,0.0,0.0,0.0,16,13,0.7996,0.0934,51,0.8063,0
8.102,0,1,665.2645,2609.5592,0,0.0,0.0,0.0,16,9,0.8933,0.0342,235,0.7665,0
0.5704,0,3,18.4149,19.3064,2,0.0,0.0,0.0,281,4,0.0848,0.9278,19,0.098,2
0.7335,0,0,1562.4677,3887.5038,0,0.0,0.0,0.0,11,11,0.901,0.1156,60,0.978,0
1.5421,1,4,538.2543,1935.9974,1,0.0,0.0,0.0,11,10,0.9842,0.1152,187,0.7376,0
0.1327,0,5,158.568,0.1177,1,0.0,0.0,0.0,464,363,0.8599,0.0998,44,0.3643,1
27.0534,0,3,1323.666,2684.7769,0,0.0,0.0,0.0,14,10,0.7779,0.1174,242,0.7576,0
3.6084,0,2,359.7859,732.1364,0,0.0,5.0,5.0,99,64,0.8059,0.0205,175,0.6666,3
0.4074,0,0,19.5725,9.0478,1,0.0,0.0,0.0,292,204,0.9388,0.0859,6,0.3558,1
7.6105,0,0,480.4166,5426.123,0,0.0,0.0,0.0,18,8,0.7747,0.0082,152,0.9893,0
0.213,0,0,31.4117,0.8697,1,0.0,0.0,0.0,277,431,0.8847,0.0734,22,0.2417,1
9.536,0,0,266.3894,1574.4701,0,0.0,0.0,0.0,11,12,0.9902,0.0945,110,0.7387,0
0.4337,0,1,0.7079,14.896,2,0.0,0.0,0.0,141,12,0.0986,0.7979,15,0.1006,2
16.1504,1,0,649.7259,3852.1919,2,0.0,0.0,0.0,15,10,0.7733,0.1327,232,0.7742,0
0.1509,0,3,60.6995,2.9414,2,0.0,0.0,0.0,318,468,0.8527,0.0111,20,0.3404,1
13.4257,0,1,506.9832,633.7925,0,0.0,1.0,4.0,127,76,0.9341,0.0856,189,0.7073,3
6.6724,0,5,654.2152,2216.1271,0,0.0,0.0,0.0,9,14,0.9053,0.0478,145,0.9201,0
0.8279,0,4,8.691,8.6069,1,0.0,0.0,0.0,143,8,0.1275,0.9047,4,0.0545,2
0.6867,0,2,33.5391,29.5577,3,0.0,0.0,0.0,221,7,0.1557,0.7821,20,0.1042,2
0.3523,0,5,35.6385,3.7021,1,0.0,0.0,0.0,416,509,0.9835,0.0451,32,0.2438,1
0.4208,0,0,29.408,7.6476,1,0.0,0.0,0.0,383,309,0.9134,0.0475,41,0.1458,1
0.4695,0,3,7.7092,9.8578,2,0.0,0.0,0.0,281,203,0.8726,0.0321,2,0.2835,1
6.2825,0,2,511.6711,455.2352,1,0.0,5.0,2.0,100,26,0.8577,0.0815,129,0.8598,3
0.0255,0,0,34.1093,0.3323,1,0.0,0.0,0.0,486,403,0.8952,0.0659,3,0.2666,1
2.7636,0,1,407.129,376.1454,1,0.0,3.0,4.0,106,39,0.9723,0.0202,96,0.8934,3
0.3892,0,5,101.1022,3.1816,2,0.0,0.0,0.0,335,246,0.9155,0.015,30,0.262,1
0.4384,0,1,236.913,747.2045,1,0.0,1.0,2.0,99,28,0.9245,0.038,194,0.6459,3
0.6708,0,0,560.9755,2207.2424,0,0.0,0.0,0.0,13,15,0.9608,0.0212,171,0.9598,0
7.3883,0,1,477.2466,250.0737,0,0.0,1.0,7.0,104,85,0.8929,0.0414,69,0.9238,3
0.1357,0,5,44.4117,1.9154,1,1.0,0.0,0.0,358,349,0.8605,0.0429,49,0.2757,1
11.3299,0,3,977.703,4474.7869,1,0.0,0.0,0.0,22,7,0.9539,0.0291,112,0.8033,0
3.2042,2,3,1585.7426,4658.4654,0,0.0,0.0,0.0,15,15,0.8745,0.0268,183,0.7149,0
0.7674,1,4,2.4815,2.3337,2,0.0,0.0,0.0,200,12,0.1653,0.9795,22,0.0772,2
1.0753,0,2,18.3929,0.1048,1,0.0,0.0,0.0,258,5,0.0266,0.8354,12,0.1335,2
0.0135,0,0,62.2069,1.805,1,0.0,0.0,0.0,509,319,0.9431,0.0476,20,0.3308,1
1.0871,1,2,35.6297,0.2009,2,0.0,0.0,0.0,185,5,0.0531,0.8635,5,0.1107,2
0.0826,2,3,29.6265,9.6957,2,0.0,0.0,0.0,499,403,0.8886,0.0288,3,0.1609,1
0.9254,0,1,39.2532,13.4388,2,0.0,0.0,0.0,216,12,0.0982,0.7567,19,0.1813,2
25.9714,0,2,602.3387,4265.4241,0,0.0,0.0,0.0,21,11,0.9968,0.0811,113,0.8677,0
11.1514,0,1,318.5395,608.5793,1,0.0,2.0,5.0,133,88,0.9343,0.0342,59,0.8035,3
2.6626,0,0,1454.0526,3772.0348,0,0.0,0.0,0.0,18,5,0.8223,0.1047,73,0.7633,0
0.6467,0,1,63.6947,22.4364,1,0.0,0.0,0.0,168,14,0.1613,0.996,1,0.0915,2
0.5817,0,0,1385.6385,2157.6547,1,0.0,0.0,0.0,10,18,0.9973,0.0391,188,0.7427,0
0.0966,1,0,118.3224,4.4864,3,0.0,0.0,0.0,443,425,0.8642,0.0145,1,0.2539,1
0.8858,0,0,39.7321,19.907,2,0.0,0.0,0.0,242,13,0.1616,0.8703,17,0.1692,2
0.9018,1,5,21.5201,26.6225,1,0.0,0.0,0.0,290,13,0.2442,0.9716,4,0.1086,2
0.0207,0,1,23.4668,2.5591,1,0.0,0.0,0.0,241,6,0.1466,0.9793,20,0.1094,2
0.4589,0,0,65.4012,2.8465,1,1.0,0.0,0.0,466,221,0.9018,0.0945,15,0.2904,1
0.1596,0,0,113.8721,8.4023,2,0.0,0.0,0.0,414,472,0.9874,0.0995,42,0.2303,1
0.4126,1,0,18.0074,20.1537,2,0.0,0.0,0.0,230,11,0.0596,0.8697,10,0.1971,2
7.7971,0,1,587.9776,277.1182,0,0.0,1.0,2.0,111,112,0.9686,0.0881,73,0.9409,3
7.2924,0,0,563.9562,3817.3823,0,0.0,0.0,0.0,16,15,0.8799,0.1271,182,0.7388,0
6.2532,0,2,176.7616,453.9602,1,0.0,4.0,6.0,96,45,0.9836,0.0339,169,0.6453,3
2.2823,0,0,1217.8577,380.6237,0,0.0,0.0,0.0,13,19,0.9162,0.056,100,0.7505,0
0.4764,1,4,11.1876,29.2825,2,0.0,0.0,0.0,166,6,0.1627,0.9699,9,0.1576,2
0.3459,0,0,58.0124,31.5165,1,0.0,0.0,0.0,291,10,0.0457,0.9781,16,0.166,2
50.3701,0,0,460.213,4840.4296,0,0.0,0.0,0.0,17,13,0.9338,0.0112,157,0.9419,0
8.3787,0,1,1658.7058,2004.3068,0,0.0,0.0,0.0,11,9,0.9573,0.1408,245,0.9437,0
6.8255,0,1,554.9504,391.2294,0,0.0,1.0,3.0,91,83,0.8802,0.0235,52,0.8678,3
0.204,0,0,22.3551,1.4233,1,0.0,0.0,0.0,316,458,0.9354,0.0253,15,0.2886,1
5.6164,0,0,1230.9551,6582.8601,0,0.0,0.0,0.0,16,9,0.7739,0.1001,246,0.9566,0
12.3108,1,0,200.2308,6078.1499,0,0.0,0.0,0.0,17,17,0.8962,0.0281,253,0.7263,0
0.6353,1,5,61.5098,25.661,0,0.0,0.0,0.0,196,7,0.0455,0.8666,16,0.102,2
5.3568,0,1,463.4125,350.8178,0,0.0,2.0,2.0,139,87,0.9494,0.0281,172,0.9133,3
0.1258,0,0,49.7244,5.9444,2,0.0,0.0,0.0,261,411,0.9942,0.0422,29,0.1965,1
0.9512,0,1,180.1099,668.7131,0,0.0,2.0,3.0,58,110,0.8416,0.0721,138,0.9135,3
4.1115,0,2,577.355,656.906,0,0.0,3.0,6.0,49,125,0.9414,0.0042,117,0.6997,3
0.3716,1,1,30.1175,30.7265,2,0.0,0.0,0.0,260,8,0.2033,0.7975,22,0.1587,2
0.3889,2,3,19.4653,5.871,1,0.0,0.0,0.0,256,296,0.891,0.0319,14,0.2706,1
0.0941,0,0,57.8376,23.4854,1,0.0,0.0,0.0,210,14,0.196,0.9065,1,0.1076,2
4.4752,0,4,398.0359,5618.436,0,0.0,0.0,0.0,8,13,0.8294,0.1384,221,0.9184,0
2.1848,0,1,234.2893,718.666,0,0.0,1.0,5.0,144,90,0.8684,0.0361,172,0.837,3
6.7244,0,3,535.2847,7794.3933,0,0.0,0.0,0.0,12,13,0.7968,0.0969,67,0.9551,0
0.656,0,2,235.1285,219.8501,0,0.0,2.0,5.0,109,55,0.9039,0.074,141,0.6746,3
0.4246,0,0,256.653,3.4049,1,0.0,0.0,0.0,417,337,0.9394,0.023,41,0.2591,1
1.2476,1,1,953.227,2838.2886,0,0.0,0.0,0.0,11,9,0.7857,0.0354,81,0.8063,0
36.2579,0,0,1335.6867,4382.1483,0,0.0,0.0,0.0,8,14,0.783,0.1458,120,0.9962,0
1.0872,0,1,473.8461,204.4761,1,0.0,3.0,6.0,76,85,0.8351,0.0365,118,0.7953,3
0.7828,0,3,2.2471,28.6322,1,0.0,0.0,0.0,102,14,0.2386,0.9635,14,0.0582,2
5.5886,0,1,549.0902,423.6488,2,0.0,4.0,6.0,52,82,0.9194,0.085,177,0.8044,3
0.1658,0,3,46.923,8.4902,1,0.0,0.0,0.0,110,11,0.1618,0.7924,17,0.0387,2
4.6288,0,1,821.8983,3726.1934,0,0.0,0.0,0.0,12,9,0.7557,0.0455,233,0.9131,0
0.8435,0,1,17.6255,14.2321,1,0.0,0.0,0.0,249,2,0.1206,0.7641,23,0.1831,2
0.0219,0,0,44.5654,9.3545,1,0.0,0.0,0.0,373,459,0.9321,0.0097,19,0.2503,1
3.2668,0,0,530.9907,1893.9995,0,0.0,0.0,0.0,21,11,0.857,0.0258,133,0.8621,0
1.0018,0,2,574.3446,620.2952,0,0.0,2.0,3.0,92,108,0.9946,0.069,161,0.6812,3
0.4574,0,0,15.5921,2.5425,0,0.0,0.0,0.0,376,250,0.8831,0.0927,18,0.1231,1
13.6822,0,0,411.2092,4408.3212,0,0.0,0.0,0.0,13,14,0.8095,0.0281,149,0.8456,0
1.2439,0,2,501.639,301.2888,0,0.0,1.0,3.0,122,82,0.8097,0.0004,44,0.7378,3
4.7846,1,0,309.733,5749.4425,0,0.0,0.0,0.0,12,12,0.7629,0.0816,60,0.8468,0
1.6838,0,1,355.5812,308.1972,0,0.0,5.0,3.0,80,129,0.8574,0.0429,141,0.9222,3
0.9106,0,3,1.9173,20.8084,1,0.0,0.0,0.0,231,12,0.0439,0.8181,24,0.1863,2
1.1021,1,0,123.5307,4226.7587,0,0.0,0.0,0.0,8,8,0.9573,0.1086,96,0.748,0
8.2148,0,1,319.2418,561.9324,0,0.0,5.0,2.0,43,113,0.8325,0.0838,155,0.8143,3
0.3832,0,0,180.0102,7.2849,1,0.0,0.0,0.0,311,433,0.8752,0.0465,27,0.3654,1
1.0885,0,2,20.6991,11.3261,2,0.0,0.0,0.0,252,3,0.1163,0.9037,20,0.1435,2
1.1368,0,1,193.832,681.0767,2,0.0,2.0,3.0,121,59,0.8875,0.0246,115,0.8663,3
1.1371,2,2,17.7952,22.1013,2,0.0,0.0,0.0,160,7,0.04,0.9376,14,0.0713,2
2.7131,0,1,490.6501,766.4014,0,0.0,1.0,3.0,61,79,0.833,0.0715,110,0.8047,3
19.7164,0,3,553.3213,2839.6711,0,0.0,0.0,0.0,12,10,0.9871,0.0774,68,0.8815,0
2.3614,0,1,377.4858,719.6793,0,0.0,4.0,3.0,35,128,0.8265,0.0924,89,0.9024,3
3.8866,0,2,508.0366,717.5632,0,0.0,5.0,3.0,121,113,0.8791,0.0113,53,0.7494,3
0.1224,0,0,61.4813,6.1638,1,0.0,0.0,0.0,277,261,0.9866,0.0354,13,0.3495,1
31.2745,0,5,632.428,3855.325,0,0.0,0.0,0.0,11,10,0.8371,0.1171,181,0.7715,0
0.0482,0,0,27.7855,2.5488,1,0.0,0.0,0.0,508,348,0.9641,0.0675,37,0.2584,1
0.1123,0,1,56.7033,0.847,1,0.0,0.0,0.0,152,3,0.1738,0.9517,1,0.1233,2
16.5472,0,5,433.3776,6294.4117,0,0.0,0.0,0.0,12,11,0.7973,0.0953,166,0.8488,0
12.4456,1,0,1390.4643,2618.417,0,0.0,0.0,0.0,15,9,0.9782,0.0667,199,0.8162,0
0.4146,0,4,45.1992,24.9057,2,0.0,0.0,0.0,254,1,0.039,0.7835,15,0.1668,2
30.7896,0,2,561.0482,1689.9623,0,0.0,0.0,0.0,14,9,0.7689,0.0525,213,0.7668,0
1.1717,1,3,22.8588,28.7831,2,0.0,0.0,0.0,232,3,0.0934,0.7781,17,0.0135,2
0.3164,0,0,399.7006,3708.2078,0,0.0,0.0,0.0,11,7,0.8563,0.0101,154,0.834,0
4.123,0,4,2861.9831,2238.2055,0,0.0,0.0,0.0,16,13,0.8685,0.0266,147,0.8469,0
3.6757,1,3,677.5275,7940.1026,0,0.0,0.0,0.0,15,11,0.9759,0.0421,163,0.9657,0
0.0982,0,5,11.3354,25.6691,2,0.0,0.0,0.0,117,14,0.1484,0.7851,7,0.0965,2
0.4287,0,5,34.0131,8.6063,1,0.0,0.0,0.0,456,406,0.8683,0.0062,19,0.3707,1
0.0837,0,0,123.8814,7.3362,2,0.0,0.0,0.0,434,472,0.9759,0.0472,36,0.3272,1
0.4214,0,5,54.6396,14.1139,2,0.0,0.0,0.0,223,7,0.1949,0.9221,16,0.1417,2
0.1856,2,0,33.3489,26.6126,2,0.0,0.0,0.0,125,1,0.1302,0.9352,18,0.074,2
0.4382,0,3,16.3189,2.7072,1,3.0,0.0,0.0,279,369,0.9387,0.0786,40,0.3546,1
0.3408,0,3,47.1146,4.5523,2,0.0,0.0,0.0,298,9,0.0288,0.8607,8,0.0408,2
0.6973,1,0,41.2353,8.0933,0,0.0,0.0,0.0,240,5,0.2156,0.8977,3,0.1084,2
0.1052,0,3,77.713,2.7077,0,1.0,0.0,0.0,353,490,0.9192,0.0268,11,0.302,1
15.9113,0,0,178.4506,2131.2698,0,0.0,0.0,0.0,16,9,0.8494,0.0716,66,0.7038,0
0.1282,0,5,14.0838,23.9195,2,0.0,0.0,0.0,94,8,0.0867,0.8759,23,0.1905,2
11.6115,0,1,328.689,541.3449,0,0.0,3.0,4.0,109,69,0.813,0.0516,58,0.7515,3
6.2998,2,1,679.9191,3295.6162,0,0.0,0.0,0.0,11,16,0.9675,0.0332,176,0.8759,0
3.0719,0,2,349.2176,691.7116,1,0.0,2.0,2.0,134,112,0.9064,0.0288,142,0.9284,3
5.5772,0,5,499.8411,3697.4638,0,0.0,1.0,0.0,18,16,0.9244,0.0357,180,0.7755,0
0.5544,1,0,9.2798,28.0343,1,0.0,0.0,0.0,187,4,0.1174,0.899,4,0.1815,2
18.2614,1,0,1559.4808,3129.5559,0,0.0,0.0,0.0,10,9,0.9277,0.1025,79,0.7899,0
1.5243,0,0,512.875,2666.7749,0,0.0,0.0,0.0,6,13,0.8466,0.0809,148,0.9774,0
9.3391,0,1,572.5538,695.8953,0,0.0,2.0,7.0,143,29,0.9898,0.035,58,0.7732,3
0.4486,0,1,357.9296,462.7535,0,0.0,5.0,5.0,42,89,0.9289,0.0481,138,0.7807,3
16.1935,1,0,131.5256,7046.7804,0,0.0,0.0,0.0,10,10,0.9882,0.1379,139,0.9622,0
2.1225,0,2,450.6144,277.8021,0,0.0,4.0,2.0,111,125,0.9962,0.0152,155,0.6119,3
5.8908,0,2,485.832,755.9488,0,0.0,1.0,3.0,129,40,0.9021,0.0764,43,0.644,3
16.4873,0,1,153.6033,337.1578,0,0.0,4.0,4.0,92,108,0.9752,0.0673,41,0.7433,3
0.9353,1,3,41.5787,5.2593,1,0.0,0.0,0.0,225,3,0.1184,0.926,23,0.0204,2
0.6228,0,1,350.9715,699.7343,0,0.0,1.0,4.0,94,125,0.9804,0.0666,45,0.6772,3
0.3737,0,0,71.4113,6.3397,3,0.0,0.0,0.0,355,342,0.9867,0.0179,5,0.1995,1
17.7838,0,0,1599.7617,8172.2439,2,0.0,0.0,0.0,12,13,0.925,0.0864,71,0.7969,0
8.6887,0,1,584.1092,329.6316,0,0.0,5.0,6.0,100,118,0.9051,0.0923,92,0.8332,3
0.4842,1,0,54.0729,3.0465,3,0.0,0.0,0.0,318,369,0.9751,0.0553,7,0.2633,1
5.3265,0,2,269.8006,414.2403,1,0.0,5.0,7.0,56,42,0.961,0.0153,78,0.8561,3
11.0961,0,4,277.542,1906.3679,0,0.0,0.0,0.0,12,12,0.8458,0.1067,196,0.7636,0
3.8171,0,1,214.904,586.7761,0,0.0,1.0,4.0,52,36,0.9397,0.0942,194,0.845,3
5.4459,0,3,1002.459,4315.4692,0,0.0,0.0,0.0,17,10,0.7824,0.059,106,0.7048,0
6.8804,1,0,1097.6769,2686.0795,0,0.0,0.0,0.0,9,6,0.8287,0.1029,94,0.849,0
0.0657,0,0,49.6369,0.6468,1,0.0,0.0,0.0,257,414,0.9052,0.0725,44,0.1958,1
0.4021,0,0,90.6775,9.774,1,0.0,0.0,0.0,455,207,0.859,0.0484,34,0.2382,1
0.2132,0,0,160.2278,8.0048,2,0.0,0.0,0.0,454,216,0.9274,0.0542,19,0.1047,1
0.9154,2,4,58.9331,17.6239,2,0.0,0.0,0.0,276,14,0.1901,0.7821,3,0.1753,2
0.0075,0,0,15.5243,0.8633,2,0.0,0.0,0.0,483,277,0.9792,0.0149,6,0.2077,1
2.0771,1,3,653.3182,5209.116,0,0.0,0.0,0.0,16,13,0.7549,0.0911,193,0.9112,0
1.1783,1,1,3.1477,16.7266,1,0.0,0.0,0.0,299,4,0.0485,0.9229,21,0.0448,2
4.6817,0,1,487.7424,656.7467,2,0.0,1.0,2.0,112,26,0.8935,0.0185,155,0.6436,3
0.4942,0,3,22.8342,8.3863,2,0.0,0.0,0.0,207,6,0.1275,0.762,21,0.0783,2
8.8723,0,2,433.4152,277.9579,1,0.0,3.0,4.0,99,74,0.9555,0.0752,164,0.7781,3
0.4193,1,0,13.974,3.5383,2,0.0,0.0,0.0,450,420,0.9648,0.0896,30,0.3883,1
1.2993,0,1,555.4558,730.3894,0,0.0,1.0,4.0,127,70,0.9332,0.0366,187,0.8851,3
0.2249,0,1,48.2504,12.2407,1,0.0,0.0,0.0,141,12,0.1862,0.9508,6,0.1755,2
2.3955,0,2,326.3802,2219.7299,0,0.0,0.0,0.0,11,16,0.8838,0.1286,217,0.9284,0
1.1229,0,1,408.2651,743.7767,0,0.0,5.0,6.0,49,30,0.9465,0.0879,86,0.8929,3
0.2146,0,5,27.467,2.3119,2,0.0,0.0,0.0,132,11,0.1345,0.9658,16,0.1226,2
0.4208,1,0,35.2944,3.9119,1,0.0,0.0,0.0,410,282,0.9888,0.0003,33,0.239,1
6.1871,0,5,2491.8888,636.5839,0,0.0,0.0,0.0,15,14,0.9109,0.0908,129,0.8153,0
0.2982,0,0,82.6216,5.274,2,0.0,0.0,0.0,325,201,0.9079,0.0724,46,0.1941,1
0.7746,0,3,27.8082,30.1508,2,0.0,0.0,0.0,208,10,0.1581,0.9388,5,0.053,2
0.4961,0,3,5.3408,7.4332,1,0.0,0.0,0.0,461,324,0.8542,0.0464,14,0.1041,1
0.0677,0,0,85.0219,6.9939,2,0.0,0.0,0.0,405,247,0.8561,0.0424,43,0.2062,1
0.3329,2,2,62.2012,1.2371,2,0.0,0.0,0.0,190,3,0.0848,0.9754,16,0.0575,2
2.2525,0,1,462.4729,625.9821,0,0.0,1.0,7.0,38,28,0.8627,0.0845,198,0.6794,3
0.2801,1,5,108.3824,5.1826,1,1.0,0.0,0.0,253,486,0.9608,0.0285,16,0.3747,1
0.8592,1,5,24.9413,6.7405,2,0.0,0.0,0.0,135,7,0.2405,0.8885,5,0.09,2
0.8384,0,1,287.7184,415.4621,0,0.0,1.0,6.0,130,34,0.8938,0.0994,112,0.9175,3
0.2614,0,2,16.6612,2.1097,2,0.0,0.0,0.0,271,3,0.0846,0.8965,12,0.1738,2
0.8805,0,5,62.6602,10.3926,1,0.0,0.0,0.0,289,3,0.1215,0.9638,7,0.1995,2
0.4569,0,3,73.7483,3.3897,1,0.0,0.0,0.0,400,404,0.8907,0.0382,11,0.1142,1
0.2462,0,0,27.9997,8.585,1,0.0,0.0,0.0,296,11,0.1529,0.912,3,0.0882,2
12.728,0,2,704.5657,3369.6641,0,0.0,1.0,0.0,13,12,0.7842,0.0292,177,0.7708,0
0.172,0,1,2.558,4.0244,2,0.0,0.0,0.0,289,5,0.1489,0.9015,1,0.1508,2
0.4069,0,0,31.3408,13.7068,2,0.0,0.0,0.0,139,1,0.1384,0.8497,1,0.1446,2
1.1603,0,1,250.8822,725.2915,0,0.0,5.0,3.0,94,112,0.9287,0.0761,141,0.9187,3
0.7599,0,1,48.6892,6.0359,2,0.0,0.0,0.0,155,6,0.1457,0.9312,15,0.193,2
0.9588,0,3,2.2917,15.8621,1,0.0,0.0,0.0,255,2,0.2152,0.7742,18,0.0679,2
0.2528,0,0,2.3398,8.0376,1,0.0,0.0,0.0,480,351,0.8608,0.095,24,0.3484,1
7.5116,0,4,443.4956,7011.6538,0,0.0,0.0,0.0,15,6,0.9658,0.0016,107,0.7192,0
0.1128,0,3,44.0942,1.2251,1,1.0,0.0,0.0,506,296,0.9344,0.0481,16,0.361,1
0.4879,2,3,45.81,18.152,0,0.0,0.0,0.0,143,4,0.1613,0.8349,23,0.1164,2
24.6524,1,3,616.0514,2280.4965,0,0.0,0.0,0.0,10,16,0.9513,0.0896,207,0.7108,0
1.1714,2,1,0.5619,4.1412,1,0.0,0.0,0.0,234,7,0.1189,0.8253,10,0.189,2
0.1529,0,0,28.4257,5.3238,2,3.0,0.0,0.0,470,498,0.9287,0.0304,42,0.1033,1
0.4811,0,3,105.1491,9.2521,1,1.0,0.0,0.0,485,226,0.9617,0.0898,18,0.2539,1
0.5385,0,1,46.0459,12.6509,1,0.0,0.0,0.0,160,1,0.2077,0.798,19,0.1449,2
4.4087,0,1,506.0678,392.875,0,0.0,4.0,2.0,115,25,0.8949,0.0943,179,0.8934,3
0.3321,0,0,271.1439,4.6993,1,0.0,0.0,0.0,311,400,0.8503,0.0418,47,0.1837,1
0.2489,0,0,132.2516,7.3973,1,0.0,0.0,0.0,503,225,0.9642,0.0417,41,0.2072,1
0.1571,0,5,42.5882,5.2785,2,1.0,0.0,0.0,318,503,0.9333,0.0972,4,0.2874,1
4.1331,0,1,412.1976,690.9486,0,0.0,3.0,2.0,108,97,0.9197,0.0287,58,0.6537,3
0.4687,2,3,115.6727,2.2812,0,0.0,0.0,0.0,466,399,0.8826,0.0653,34,0.292,1
5.8487,0,1,169.9961,318.5729,0,0.0,1.0,2.0,94,55,0.8198,0.0495,112,0.9367,3
1.3468,0,1,267.0287,623.6451,0,0.0,1.0,2.0,58,85,0.9074,0.041,67,0.7125,3
8.4797,0,2,159.9755,400.7822,2,0.0,3.0,7.0,141,63,0.873,0.053,78,0.869,3
0.1021,0,1,18.6337,27.4731,3,0.0,0.0,0.0,135,10,0.1242,0.8355,15,0.0477,2
12.1418,0,2,2483.1929,2243.6743,0,0.0,0.0,0.0,14,14,0.8768,0.0135,233,0.7328,0
0.32,0,1,48.8591,4.4908,1,0.0,0.0,0.0,270,11,0.2119,0.8882,19,0.1392,2
0.4352,0,0,111.9093,8.509,2,0.0,0.0,0.0,483,314,0.8653,0.0824,5,0.1995,1
12.1067,0,1,358.4945,694.1672,0,0.0,2.0,4.0,109,98,0.9781,0.0736,188,0.7032,3
0.2616,0,5,18.1172,9.9005,1,0.0,0.0,0.0,440,493,0.973,0.0169,12,0.331,1
2.2327,0,1,411.5555,270.6247,0,0.0,3.0,3.0,31,84,0.8898,0.093,179,0.9074,3
0.3886,2,2,26.8405,21.5923,1,0.0,0.0,0.0,251,1,0.2173,0.9586,11,0.0112,2
0.4164,0,1,504.1371,725.6238,0,0.0,1.0,4.0,55,83,0.8672,0.0536,80,0.623,3
4.8658,0,1,326.8918,572.0357,1,0.0,3.0,6.0,77,74,0.8818,0.0685,192,0.747,3
0.1472,0,0,23.0418,5.8258,2,0.0,0.0,0.0,259,331,0.9792,0.0669,6,0.1958,1
2.8047,0,1,450.9674,396.9588,0,0.0,5.0,4.0,51,61,0.8106,0.078,96,0.824,3
0.5719,0,1,344.9134,360.0069,0,0.0,1.0,2.0,49,63,0.8806,0.0793,187,0.7713,3
0.4366,1,1,27.9962,27.5675,2,0.0,0.0,0.0,123,9,0.2313,0.9546,11,0.1356,2
6.2,1,1,1076.4985,5897.9981,0,0.0,0.0,0.0,9,12,0.7808,0.0515,176,0.7468,0
0.2019,0,3,21.7895,3.6651,1,0.0,0.0,0.0,435,488,0.9105,0.0046,37,0.2498,1
0.7567,0,0,0.138,19.2985,2,0.0,0.0,0.0,145,7,0.1329,0.9459,17,0.1929,2
0.0142,0,3,30.2252,4.7118,1,0.0,0.0,0.0,314,283,0.8928,0.0296,39,0.136,1
1.7645,0,2,440.903,465.3078,0,0.0,4.0,2.0,64,108,0.9014,0.0211,83,0.7824,3
0.0251,0,0,59.669,5.314,2,0.0,0.0,0.0,271,218,0.917,0.0598,17,0.1633,1
4.4891,0,1,246.0769,570.8691,2,0.0,4.0,3.0,110,132,0.9696,0.0929,176,0.8388,3
6.9463,0,1,193.6566,755.7056,0,0.0,2.0,2.0,38,99,0.9055,0.0093,175,0.9096,3
0.3555,1,3,33.1359,3.0768,0,0.0,0.0,0.0,250,8,0.2328,0.9203,11,0.177,2
1.6285,1,3,254.4504,1304.2448,0,0.0,0.0,0.0,12,7,0.8734,0.1148,93,0.7944,0
0.2067,0,5,43.3831,7.4137,1,0.0,0.0,0.0,258,271,0.8749,0.0852,3,0.1474,1
0.2657,0,1,20.6267,26.293,2,0.0,0.0,0.0,220,3,0.1933,0.8819,11,0.1445,2
1.0687,0,4,53.7918,6.9621,1,0.0,0.0,0.0,275,9,0.0106,0.8435,1,0.0392,2
0.4903,0,0,86.6278,4.4663,1,0.0,0.0,0.0,470,257,0.865,0.084,16,0.3335,1
0.2239,0,0,134.3373,0.4365,1,0.0,0.0,0.0,253,429,0.8776,0.0901,18,0.3514,1
0.865,1,0,45.5944,5.1429,1,0.0,0.0,0.0,186,2,0.2286,0.8827,20,0.1821,2
5.6144,0,1,344.3877,330.7804,0,0.0,5.0,7.0,60,73,0.9062,0.077,175,0.9007,3
0.0783,1,0,22.2569,26.7314,1,0.0,0.0,0.0,173,7,0.1448,0.9457,23,0.0345,2
13.7834,0,1,571.6677,205.8255,1,0.0,5.0,4.0,140,37,0.9943,0.0294,49,0.716,3
