duration,protocol_type,service,src_bytes,dst_bytes,flag,wrong_fragment,hot,failed_logins,count,srv_count,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate
1.0303,0,0,44.2865,7.5937,2,0.0,0.0,0.0,188,14,0.2287,0.8298,15,0.1195
0.5616,0,1,347.7877,579.9833,2,0.0,2.0,3.0,53,25,0.8273,0.0243,133,0.8764
0.4577,1,3,24.5523,20.5498,1,0.0,0.0,0.0,191,13,0.1132,0.9961,13,0.1211
5.4057,0,1,405.2945,398.6554,0,0.0,1.0,4.0,44,100,0.9987,0.096,137,0.6072
0.2008,0,0,46.0309,5.8527,1,0.0,0.0,0.0,443,256,0.9585,0.0722,39,0.3493
7.6177,0,0,1146.6962,4867.5727,0,0.0,0.0,0.0,12,7,0.9853,0.1247,81,0.9247
5.5112,0,2,357.726,200.1868,0,0.0,4.0,6.0,42,60,0.917,0.09,152,0.8846
0.587,0,3,56.1355,0.6537,2,0.0,0.0,0.0,213,5,0.1883,0.9398,1,0.1843
0.452,0,1,429.3406,353.2504,2,0.0,3.0,2.0,37,70,0.8268,0.1,189,0.7675
1.1041,0,0,17.4321,16.7727,1,0.0,0.0,0.0,206,1,0.1136,0.878,16,0.1996
1.8309,0,1,384.4415,571.1426,0,0.0,1.0,2.0,87,133,0.8493,0.0598,61,0.9184
31.8322,0,2,1257.5406,4401.4836,0,0.0,0.0,0.0,21,6,0.8311,0.0141,99,0.9346
0.6478,0,2,290.9631,323.7012,0,0.0,5.0,3.0,97,82,0.8001,0.0966,49,0.736
0.7504,0,2,2.2028,2.725,2,0.0,0.0,0.0,257,9,0.0651,0.7596,21,0.0471
22.7249,0,1,1591.7989,3954.0183,1,0.0,0.0,0.0,10,9,0.9851,0.0809,194,0.8956
9.0302,1,0,151.0041,1936.8743,0,0.0,0.0,0.0,12,9,0.8222,0.141,103,0.8021
0.1773,0,3,160.1139,1.6657,1,0.0,0.0,0.0,471,508,0.962,0.0184,16,0.1892
1.0695,0,3,451.427,6207.666,0,0.0,0.0,0.0,6,5,0.9022,0.0955,236,0.7185
2.1087,0,1,579.4772,286.8095,0,0.0,3.0,4.0,36,110,0.9001,0.0513,128,0.808
1.8445,0,1,498.7487,480.6269,0,0.0,5.0,3.0,130,65,0.9589,0.0166,129,0.7729
0.2386,2,4,59.8102,28.0291,1,0.0,0.0,0.0,117,9,0.1904,0.9286,11,0.1798
0.2112,0,1,521.8115,472.6758,0,0.0,3.0,6.0,100,130,0.8208,0.0036,177,0.8377
4.4223,0,1,418.4585,718.3779,2,0.0,4.0,4.0,90,54,0.9888,0.0393,172,0.8783
0.8101,0,1,20.347,4.0149,1,0.0,0.0,0.0,101,10,0.0349,0.8,23,0.1877
43.8758,1,0,269.5972,3022.8879,0,0.0,0.0,0.0,13,17,0.9155,0.1056,248,0.7412
0.3417,0,0,19.6472,8.0291,1,0.0,0.0,0.0,370,480,0.9525,0.0365,3,0.1358
0.0012,1,3,220.6492,3.456,1,0.0,0.0,0.0,477,443,0.8735,0.0913,14,0.1228
4.2618,0,3,115.1642,7305.8891,0,0.0,0.0,0.0,16,7,0.8666,0.0552,123,0.8096
0.872,0,1,175.856,520.6206,1,0.0,3.0,2.0,136,138,0.9507,0.0819,88,0.8189
4.4114,0,1,233.5823,750.0433,0,0.0,5.0,3.0,40,138,0.9465,0.0843,190,0.7196
2.7876,0,0,657.5143,7009.3107,0,0.0,0.0,0.0,9,15,0.7879,0.0147,162,0.7813
1.5819,0,1,325.8436,421.8674,0,0.0,1.0,5.0,108,43,0.9691,0.0562,93,0.7073
2.8588,0,0,934.2545,2346.9411,0,0.0,0.0,0.0,10,8,0.8271,0.0251,108,0.7749
3.1591,0,1,525.9138,777.8927,0,0.0,5.0,4.0,120,62,0.981,0.0342,186,0.6628
0.1822,0,4,588.7527,2179.1553,0,0.0,0.0,0.0,17,9,0.7566,0.0887,245,0.7499
1.2795,0,0,796.6266,1037.2443,0,0.0,0.0,0.0,9,15,0.7718,0.0707,186,0.7514
0.1988,1,3,25.0297,7.9574,2,0.0,0.0,0.0,355,442,0.9001,0.0942,11,0.1788
0.4321,1,2,60.2566,7.178,1,0.0,0.0,0.0,296,7,0.1827,0.9238,9,0.0544
0.1877,2,2,61.1519,22.5518,2,0.0,0.0,0.0,166,4,0.2299,0.8077,23,0.0235
0.9139,1,1,50.1277,28.0672,1,0.0,0.0,0.0,95,12,0.2496,0.8786,21,0.1389
0.7335,1,3,21.2058,1.8916,1,0.0,0.0,0.0,116,4,0.0419,0.7687,17,0.0664
0.1827,0,0,272.18,3.8004,1,0.0,0.0,0.0,431,377,0.8872,0.0676,20,0.1202
6.6126,0,1,235.2876,213.1498,0,0.0,5.0,5.0,94,138,0.8368,0.0031,110,0.8683
1.1227,0,1,34.6073,17.6616,2,0.0,0.0,0.0,104,5,0.0778,0.9885,15,0.1877
0.7372,1,3,34.9036,3.2394,2,0.0,0.0,0.0,273,9,0.0252,0.8858,8,0.0231
0.3957,0,0,124.5812,5.1285,1,3.0,0.0,0.0,445,408,0.8957,0.0008,36,0.1897
0.2123,1,2,14.5081,0.3796,2,0.0,0.0,0.0,269,11,0.195,0.8383,5,0.0624
11.3658,0,1,374.8927,405.4681,0,0.0,2.0,2.0,74,90,0.9655,0.0163,96,0.9162
2.2075,0,1,345.6245,212.1847,0,0.0,5.0,3.0,127,49,0.9358,0.0328,72,0.8313
0.8036,0,0,58.2513,5.5694,1,0.0,0.0,0.0,267,4,0.0996,0.8905,5,0.0157
5.8371,0,1,193.5828,640.9199,1,0.0,4.0,4.0,125,103,0.933,0.0021,182,0.6242
8.135,0,0,295.2508,3708.8627,0,0.0,0.0,0.0,10,15,0.8387,0.0131,177,0.9938
0.1273,1,0,134.2232,1.8339,2,0.0,0.0,0.0,321,276,0.9168,0.0974,24,0.3609
0.3592,0,0,101.8071,6.6066,1,0.0,0.0,0.0,390,335,0.9246,0.0836,41,0.2836
27.9954,0,1,1282.5529,7078.7832,0,0.0,0.0,0.0,11,12,0.8726,0.0114,170,0.9514
1.7921,0,1,388.9287,200.038,1,0.0,3.0,6.0,69,86,0.8487,0.0589,72,0.7766
0.4009,0,2,32.3073,16.5483,0,0.0,0.0,0.0,200,3,0.2366,0.7764,9,0.1481
0.2053,1,2,34.0195,19.0766,2,0.0,0.0,0.0,125,8,0.0941,0.8455,18,0.0683
1.1161,1,5,1.221,26.5092,2,0.0,0.0,0.0,247,14,0.1142,0.9067,6,0.0855
0.2321,0,3,27.0413,20.1429,1,0.0,0.0,0.0,218,8,0.039,0.9601,7,0.0374
38.1353,1,0,127.587,4634.4519,0,0.0,0.0,0.0,17,7,0.9008,0.0805,229,0.845
0.059,0,0,171.3357,0.278,2,0.0,0.0,0.0,296,236,0.9177,0.0564,36,0.2311
2.8375,0,1,573.73,422.4481,0,0.0,3.0,6.0,104,68,0.8893,0.051,117,0.7879
16.4813,2,1,1778.239,5941.9109,0,0.0,0.0,0.0,15,9,0.8214,0.1286,128,0.8905
0.5448,1,5,0.1244,15.0446,2,0.0,0.0,0.0,230,9,0.1548,0.8636,9,0.1559
9.7985,0,0,751.4781,3490.7415,0,0.0,0.0,0.0,16,7,0.9519,0.0523,156,0.8958
0.288,0,3,169.9177,2.5007,1,0.0,0.0,0.0,416,351,0.9035,0.0371,2,0.3552
10.106,0,0,2881.6458,1634.5659,0,0.0,0.0,0.0,14,9,0.8468,0.102,178,0.7806
8.7065,0,2,261.0352,474.5844,1,0.0,5.0,3.0,64,60,0.9709,0.0929,56,0.9035
0.7535,1,1,22.701,17.3749,2,0.0,0.0,0.0,131,7,0.0486,0.8386,11,0.0323
0.1181,0,0,64.1551,9.4262,1,0.0,0.0,0.0,413,508,0.9742,0.0625,42,0.1316
4.1114,0,1,366.3824,698.1085,0,0.0,5.0,7.0,57,95,0.9965,0.0537,151,0.9048
4.5155,0,1,362.2719,290.8811,0,0.0,4.0,2.0,71,43,0.825,0.0068,139,0.8585
0.7088,0,1,62.7193,4.7232,2,0.0,0.0,0.0,283,14,0.2073,0.8821,2,0.1213
0.188,0,0,24.4487,0.8444,1,0.0,0.0,0.0,331,478,0.9734,0.0925,45,0.2086
4.5354,0,2,523.2186,433.3636,2,0.0,3.0,5.0,42,30,0.8828,0.0885,60,0.6966
0.2975,0,0,109.5326,7.5999,1,0.0,0.0,0.0,288,360,0.8757,0.0229,43,0.354
2.1924,1,2,396.8863,2841.9746,0,0.0,0.0,0.0,15,11,0.8757,0.139,164,0.8095
0.3811,2,5,46.106,3.2343,0,0.0,0.0,0.0,489,253,0.8933,0.0011,45,0.1173
0.1516,0,5,15.899,0.1647,2,0.0,0.0,0.0,483,236,0.9635,0.0687,40,0.3683
0.1982,1,3,216.9704,4.3889,3,0.0,0.0,0.0,436,210,0.9043,0.0123,30,0.1993
0.2347,0,3,4.2242,12.8519,1,0.0,0.0,0.0,91,9,0.2312,0.9348,21,0.0169
0.3846,0,5,51.6845,2.9268,0,0.0,0.0,0.0,269,359,0.8645,0.0991,10,0.1163
0.2779,1,0,23.9305,5.4596,1,1.0,0.0,0.0,323,325,0.8836,0.0872,30,0.1763
0.2118,0,1,319.9441,515.8293,0,0.0,3.0,7.0,140,51,0.8585,0.0921,134,0.6153
0.4893,0,2,10.544,15.9808,1,0.0,0.0,0.0,156,14,0.2465,0.8309,23,0.0936
0.2986,0,0,27.231,1.0703,1,0.0,0.0,0.0,360,488,0.9465,0.079,28,0.3204
2.2382,1,2,212.3198,4684.9027,0,0.0,0.0,0.0,18,14,0.9628,0.0894,182,0.7071
0.3439,0,1,61.2942,21.7621,2,0.0,0.0,0.0,164,8,0.2231,0.7744,13,0.0986
0.2608,0,2,360.8329,202.9238,0,0.0,5.0,6.0,107,130,0.9281,0.0665,177,0.786
0.2571,1,0,150.8323,7.5471,1,1.0,0.0,0.0,410,221,0.9004,0.0193,27,0.208
0.1509,0,0,48.674,9.8976,1,0.0,0.0,0.0,450,263,0.9567,0.0325,43,0.3325
31.8203,0,1,1553.6384,5590.9443,0,0.0,0.0,0.0,14,11,0.8446,0.0421,111,0.7013
3.3594,0,1,277.299,254.3044,1,0.0,3.0,5.0,111,32,0.8628,0.0641,43,0.7227
0.5191,0,1,429.7556,762.354,0,0.0,4.0,5.0,120,100,0.8336,0.0657,74,0.8105
0.3347,0,3,148.5975,4.5969,1,0.0,0.0,0.0,377,511,0.9579,0.0828,9,0.1153
1.2729,0,2,232.0032,371.4148,0,0.0,4.0,5.0,112,110,0.8798,0.0973,83,0.6744
7.0855,0,1,503.0815,448.871,2,0.0,5.0,4.0,101,129,0.9367,0.0234,150,0.8462
0.3303,0,0,44.9861,9.3608,1,0.0,0.0,0.0,325,466,0.9555,0.0229,24,0.1751
2.3005,1,3,1029.6698,873.4407,0,0.0,0.0,0.0,12,9,0.9189,0.114,160,0.9426
0.4122,0,0,75.5067,3.233,1,0.0,0.0,0.0,302,335,0.8611,0.0884,38,0.1661
0.113,0,5,32.9287,29.5078,1,0.0,0.0,0.0,185,7,0.2215,0.8319,8,0.1839
5.3347,0,2,205.4401,612.7012,0,0.0,5.0,5.0,109,109,0.8194,0.024,163,0.7488
0.1434,0,0,41.4456,1.2857,1,0.0,0.0,0.0,344,238,0.9172,0.0447,49,0.2718
4.2483,0,5,933.5588,2040.2649,0,0.0,0.0,0.0,9,11,0.7748,0.1284,178,0.8956
0.0288,2,0,40.4126,9.6882,1,1.0,0.0,0.0,369,465,0.9327,0.0919,30,0.3119
3.1058,0,0,1240.0192,7235.1865,0,0.0,0.0,0.0,11,15,0.9122,0.1368,73,0.9539
0.2558,2,0,12.3107,2.4959,1,0.0,0.0,0.0,326,430,0.9702,0.0359,23,0.2284
0.0971,0,0,15.8431,7.5169,1,0.0,0.0,0.0,346,223,0.8727,0.0017,43,0.1528
8.2781,0,0,1610.2103,3724.5645,0,0.0,0.0,0.0,19,14,0.987,0.1393,54,0.8066
0.2332,0,0,162.4567,2.0722,1,0.0,0.0,0.0,506,219,0.964,0.0645,9,0.3115
5.6271,0,1,155.758,576.0408,2,0.0,5.0,5.0,136,109,0.9325,0.0726,73,0.9495
0.6212,0,0,52.0777,3.2226,1,0.0,0.0,0.0,119,2,0.0225,0.7795,6,0.0189
0.6708,1,1,28.4146,19.9718,1,0.0,0.0,0.0,167,3,0.0109,0.7774,3,0.1553
2.0943,1,3,827.6421,1519.4532,0,0.0,0.0,0.0,15,8,0.8402,0.1339,132,0.7229
0.8409,1,1,52.5591,5.9861,2,0.0,0.0,0.0,228,13,0.1476,0.8621,18,0.0173
13.7351,0,2,315.2872,578.8147,1,0.0,1.0,5.0,31,51,0.8162,0.0236,122,0.8587
1.8715,0,1,437.1842,660.6008,0,0.0,1.0,7.0,63,127,0.9148,0.0748,195,0.8097
0.2772,0,2,212.5139,624.8545,2,0.0,5.0,2.0,139,127,0.8961,0.0627,153,0.9333
2.8338,0,0,479.0159,7226.0175,0,0.0,0.0,0.0,11,9,0.7545,0.0518,123,0.8422
19.0189,0,2,184.0099,203.5637,0,0.0,1.0,7.0,149,28,0.9084,0.0897,91,0.6788
3.3152,1,3,1332.7433,4183.6247,0,0.0,0.0,0.0,14,9,0.9451,0.089,212,0.874
0.3198,0,4,9.5181,23.0828,1,0.0,0.0,0.0,109,3,0.0576,0.9674,21,0.104
2.0476,0,1,322.9457,780.184,0,0.0,2.0,3.0,109,32,0.9492,0.013,177,0.653
1.1909,0,1,275.1852,309.1294,2,0.0,5.0,4.0,148,122,0.8983,0.0125,119,0.7696
0.2966,0,5,27.6021,2.2178,1,0.0,0.0,0.0,511,380,0.968,0.026,47,0.2667
0.1129,0,1,57.2794,21.2724,2,0.0,0.0,0.0,160,12,0.175,0.8422,6,0.1009
0.376,1,3,1.1053,14.6147,2,0.0,0.0,0.0,265,3,0.2481,0.9747,22,0.1566
0.1029,0,0,59.304,6.2792,1,0.0,0.0,0.0,296,387,0.9847,0.0839,43,0.3184
0.9773,1,1,60.0574,19.6263,0,0.0,0.0,0.0,262,1,0.1999,0.9125,2,0.1941
6.9429,0,2,383.1425,667.7924,1,0.0,5.0,5.0,143,82,0.9185,0.0398,177,0.7759
0.244,0,0,47.6059,1.2241,1,0.0,0.0,0.0,470,237,0.9613,0.0826,14,0.1913
5.5858,0,1,583.8286,234.9343,2,0.0,3.0,5.0,44,104,0.8755,0.045,106,0.6672
0.6778,0,3,7.4049,5.5557,1,0.0,0.0,0.0,80,6,0.094,0.7575,21,0.1194
20.4231,0,0,635.6919,3699.5864,0,0.0,0.0,0.0,10,9,0.8605,0.0307,85,0.7198
3.8156,0,1,349.9757,223.8056,1,0.0,5.0,5.0,75,57,0.8297,0.0472,117,0.6667
0.1681,1,5,41.2723,21.3736,0,0.0,0.0,0.0,125,10,0.1211,0.7661,22,0.0985
11.9548,0,2,357.1293,435.4811,0,0.0,4.0,2.0,123,126,0.8783,0.0056,131,0.7246
0.4335,0,0,36.056,7.6285,1,0.0,0.0,0.0,426,251,0.9635,0.0989,6,0.1128
1.1023,0,1,40.0194,11.3967,2,0.0,0.0,0.0,84,3,0.0691,0.8103,8,0.092
0.6119,0,1,393.4851,9523.0683,0,0.0,0.0,0.0,16,10,0.7656,0.0327,83,0.9545
0.2559,0,0,6.1935,16.2744,2,0.0,0.0,0.0,244,6,0.0778,0.8818,3,0.0281
0.0204,0,0,64.0807,6.987,0,0.0,0.0,0.0,457,331,0.906,0.0293,49,0.3518
4.0194,0,1,362.9158,682.1417,0,0.0,3.0,3.0,109,134,0.9332,0.0091,151,0.6413
1.1984,0,5,58.7896,4.005,2,0.0,0.0,0.0,294,14,0.2091,0.8892,4,0.1171
14.3006,0,0,457.7246,780.3911,0,0.0,0.0,0.0,16,12,0.9884,0.0958,231,0.885
2.9621,1,5,1073.5901,2232.5438,0,0.0,0.0,0.0,23,11,0.9835,0.0253,61,0.9694
1.1619,0,4,63.8103,3.653,1,0.0,0.0,0.0,296,7,0.2253,0.8107,13,0.1831
21.7158,0,2,1196.5178,6684.9084,0,0.0,0.0,0.0,16,10,0.8796,0.007,107,0.9536
9.8088,0,1,594.8299,731.306,0,0.0,3.0,7.0,108,101,0.8288,0.0568,95,0.743
8.5889,0,1,283.3437,788.7768,0,0.0,0.0,0.0,11,10,0.8626,0.0578,63,0.7304
1.453,0,0,1230.0143,4088.128,0,0.0,0.0,0.0,17,12,0.838,0.1281,176,0.7021
0.4603,1,0,34.2108,4.3271,1,0.0,0.0,0.0,456,460,0.8598,0.0847,42,0.1227
1.3226,1,3,1235.5512,2809.5224,0,0.0,0.0,0.0,18,4,0.8155,0.1361,244,0.7924
0.4121,1,0,144.5919,8.7871,2,0.0,0.0,0.0,368,382,0.8696,0.0572,21,0.2077
19.8331,1,1,265.1969,4530.9605,0,0.0,0.0,0.0,15,8,0.9471,0.0465,146,0.8769
8.8189,0,3,607.54,2798.092,0,0.0,0.0,0.0,14,13,0.8865,0.0359,236,0.9019
6.7214,0,2,464.4468,526.8305,0,0.0,5.0,6.0,106,51,0.8914,0.0788,50,0.7377
64.5891,0,0,217.0422,1081.0115,0,0.0,0.0,0.0,14,12,0.9403,0.0259,79,0.8826
6.4307,0,5,916.2306,3436.9131,0,0.0,1.0,0.0,9,10,0.9443,0.1026,232,0.936
0.2756,0,0,200.8758,0.73,1,0.0,0.0,0.0,386,411,0.858,0.0212,35,0.2287
20.8471,0,5,328.2252,9259.7382,0,0.0,0.0,0.0,12,15,0.9645,0.0518,66,0.9773
1.1633,1,0,60.1044,22.2293,2,0.0,0.0,0.0,97,11,0.2084,0.7849,5,0.121
5.2266,0,1,380.5836,242.3201,0,0.0,5.0,4.0,107,27,0.8862,0.0525,147,0.7822
3.1479,0,1,386.7733,389.1726,2,0.0,5.0,4.0,96,115,0.8981,0.0651,75,0.6709
0.3862,1,3,19.675,9.5975,3,0.0,0.0,0.0,433,248,0.9384,0.0685,18,0.2837
0.5617,0,1,289.5617,488.2648,2,0.0,1.0,7.0,51,119,0.8154,0.0736,92,0.7401
0.3529,0,5,112.5005,1.437,2,0.0,0.0,0.0,443,275,0.9729,0.0814,34,0.3832
13.4871,0,0,1827.7735,2425.9586,0,0.0,0.0,0.0,13,11,0.9071,0.1122,97,0.7879
0.4748,0,1,15.7931,22.9222,3,0.0,0.0,0.0,292,10,0.0696,0.9991,10,0.1207
1.1365,0,2,185.9659,438.5138,2,0.0,2.0,5.0,59,53,0.8474,0.0273,87,0.6412
21.1499,2,3,803.9322,3027.2226,0,0.0,0.0,0.0,10,13,0.8599,0.0242,200,0.9896
30.1635,1,0,222.8769,2818.1793,0,0.0,0.0,0.0,13,16,0.8469,0.0363,63,0.9294
1.0799,1,0,9.2363,16.918,3,0.0,0.0,0.0,175,8,0.1497,0.9501,23,0.041
3.1008,0,1,370.93,225.472,0,0.0,1.0,5.0,63,56,0.8965,0.0434,104,0.728
17.8715,0,3,417.6079,3019.3131,0,0.0,0.0,0.0,8,10,0.8257,0.0904,194,0.7161
1.0071,1,5,31.8709,1.3942,1,0.0,0.0,0.0,270,3,0.0132,0.8817,24,0.0438
0.0819,1,3,61.0212,12.004,2,0.0,0.0,0.0,168,7,0.2065,0.8921,19,0.0272
3.2805,0,5,324.0477,2166.9283,0,0.0,0.0,0.0,14,18,0.9769,0.1267,74,0.8658
0.3357,0,2,322.2549,316.9646,0,0.0,5.0,7.0,56,131,0.8429,0.033,194,0.755
16.5813,0,3,712.6236,3835.4903,0,0.0,0.0,0.0,15,9,0.9354,0.0028,186,0.951
15.5581,1,0,1519.0872,3345.7429,0,0.0,0.0,0.0,14,8,0.914,0.0184,238,0.8824
0.2643,0,0,29.2349,19.3857,0,0.0,0.0,0.0,125,1,0.0639,0.8049,4,0.1208
1.9245,0,1,154.9856,799.0239,2,0.0,4.0,5.0,82,32,0.8627,0.0807,139,0.787
0.6459,0,3,45.6988,11.7412,2,0.0,0.0,0.0,98,1,0.0618,0.8587,13,0.1889
0.0053,0,0,162.4222,3.9017,1,0.0,0.0,0.0,365,452,0.9283,0.0261,36,0.3126
3.807,0,1,277.7514,409.6306,0,0.0,3.0,5.0,72,91,0.8117,0.0847,109,0.6667
0.4347,0,0,48.9962,20.9458,1,0.0,0.0,0.0,197,7,0.1747,0.8039,23,0.0379
0.7491,0,0,53.0151,26.1464,2,0.0,0.0,0.0,86,8,0.2176,0.7849,7,0.0581
3.0356,0,1,559.2456,783.6387,0,0.0,1.0,5.0,44,27,0.9183,0.0391,148,0.6386
1.0119,0,4,32.6755,23.7222,1,0.0,0.0,0.0,275,6,0.1093,0.7931,23,0.0292
13.8847,0,1,544.8603,572.29,0,0.0,5.0,3.0,120,125,0.9066,0.052,173,0.7955
0.3005,0,0,81.1751,6.9931,2,0.0,0.0,0.0,442,374,0.9289,0.0993,39,0.1353
3.7936,0,2,190.3473,710.3616,0,0.0,5.0,6.0,55,123,0.9312,0.0244,163,0.6904
0.3731,0,3,53.3075,16.1715,2,0.0,0.0,0.0,238,3,0.1086,0.803,11,0.1396
20.2396,1,5,193.6696,2312.8432,0,0.0,0.0,0.0,15,10,0.9034,0.0957,195,0.7498
0.7074,0,3,57.9513,9.4183,0,0.0,0.0,0.0,103,14,0.0429,0.7869,3,0.0698
0.359,0,0,17.9383,1.6132,1,0.0,0.0,0.0,315,353,0.9756,0.0913,6,0.2339
0.0697,0,0,17.3488,3.1046,2,0.0,0.0,0.0,446,485,0.8801,0.0227,38,0.2481
0.0543,0,3,32.528,16.0662,2,0.0,0.0,0.0,144,6,0.2283,0.8789,13,0.0136
0.1834,0,5,33.9188,4.873,1,1.0,0.0,0.0,331,251,0.8833,0.0637,34,0.3688
0.7018,0,0,2080.5652,3493.1193,0,0.0,0.0,0.0,11,11,0.8128,0.1262,152,0.9109
9.0185,1,0,513.2874,3305.0606,0,0.0,0.0,0.0,20,10,0.8726,0.0305,151,0.733
45.0842,0,4,504.7429,10032.838,0,0.0,0.0,0.0,14,11,1.0,0.0847,70,0.814
0.43,0,0,124.5719,5.3723,1,1.0,0.0,0.0,312,298,0.8715,0.0856,28,0.1057
0.2101,1,0,410.7093,3.5717,0,0.0,0.0,0.0,297,465,0.8961,0.0352,1,0.3211
0.2481,0,0,3.2531,7.0711,1,0.0,0.0,0.0,360,325,0.981,0.0684,32,0.1347
0.3771,0,0,11.8961,1.5306,1,0.0,0.0,0.0,258,253,0.9238,0.0674,47,0.2723
0.338,0,1,46.3401,0.4961,2,0.0,0.0,0.0,298,7,0.0269,0.9968,3,0.0826
1.1111,1,0,13.7414,17.0178,1,0.0,0.0,0.0,256,6,0.0242,0.9338,10,0.0367
41.5072,0,3,317.2577,1204.2888,0,0.0,0.0,0.0,7,7,0.9257,0.0943,126,0.9558
0.0448,0,3,34.456,16.6964,0,0.0,0.0,0.0,134,3,0.1689,0.8379,6,0.0929
7.7192,0,3,668.4913,5540.0816,0,0.0,0.0,0.0,16,11,0.8335,0.0969,236,0.9353
1.0386,1,5,43.426,25.483,2,0.0,0.0,0.0,282,2,0.0503,0.7605,22,0.0108
0.799,0,1,290.7451,788.1902,1,0.0,2.0,4.0,79,39,0.8664,0.0561,94,0.6206
2.9543,0,4,2041.5889,6059.8744,0,0.0,0.0,0.0,17,4,0.8208,0.1481,145,0.7712
2.3916,0,1,152.5385,460.4546,1,0.0,2.0,7.0,58,41,0.882,0.0174,162,0.7648
8.6412,0,2,346.4587,525.8954,0,0.0,1.0,2.0,122,26,0.8015,0.0635,91,0.9274
0.4423,1,5,0.9581,9.801,1,0.0,0.0,0.0,498,440,0.9168,0.0103,3,0.3763
0.3205,0,0,2.5955,3.9413,1,1.0,0.0,0.0,345,449,0.9451,0.0173,25,0.1197
0.1631,0,0,109.2347,1.4649,2,1.0,0.0,0.0,408,437,0.8761,0.0615,42,0.1577
0.2234,0,0,49.0629,4.0643,1,0.0,0.0,0.0,464,268,0.957,0.0646,27,0.3091
0.0988,1,5,340.2659,6.1296,1,0.0,0.0,0.0,469,408,0.885,0.0069,19,0.3901
0.5536,0,3,7.143,4.8759,2,0.0,0.0,0.0,215,5,0.0783,0.9929,22,0.1439
1.0882,1,0,731.0675,3176.8783,0,0.0,0.0,0.0,16,5,0.8328,0.1452,239,0.7976
0.4571,0,0,26.8055,9.7513,1,3.0,0.0,0.0,371,202,0.9012,0.0097,38,0.1542
0.3318,0,0,88.8254,8.4758,2,0.0,0.0,0.0,457,443,0.9897,0.0057,9,0.2291
3.0464,0,1,471.5165,761.0087,0,0.0,3.0,2.0,111,55,0.8567,0.087,153,0.7578
21.9045,0,0,423.9943,1375.2158,0,0.0,0.0,0.0,16,13,0.8846,0.0242,166,0.8299
0.7617,1,1,32.4941,12.3072,3,0.0,0.0,0.0,106,5,0.1522,0.7767,5,0.1686
0.7505,0,0,13.2748,16.9147,2,0.0,0.0,0.0,180,14,0.0186,0.836,23,0.0666
1.1059,0,1,428.053,650.7856,0,0.0,3.0,6.0,38,38,0.881,0.056,131,0.6807
2.0011,0,1,438.8564,757.7759,0,0.0,3.0,7.0,56,25,0.9101,0.0808,105,0.7609
7.8346,0,1,156.3418,404.0286,0,0.0,2.0,3.0,146,99,0.9695,0.0295,192,0.9066
0.2076,0,3,80.8826,7.9971,1,1.0,0.0,0.0,384,427,0.8634,0.0742,23,0.3932
4.4477,0,0,662.6116,6004.8408,0,0.0,0.0,0.0,4,12,0.85,0.125,109,0.7898
0.2114,0,0,51.8517,8.4718,1,0.0,0.0,0.0,423,507,0.8613,0.0114,27,0.1758
0.4878,0,3,17.0127,5.5137,1,0.0,0.0,0.0,287,382,0.9676,0.0815,17,0.3672
0.1482,0,0,31.1698,0.1457,1,0.0,0.0,0.0,326,350,0.8571,0.0203,19,0.1693
0.0792,0,0,158.3825,2.7205,1,0.0,0.0,0.0,394,388,0.8774,0.0973,20,0.3762
0.1356,0,0,22.3404,9.9016,1,0.0,0.0,0.0,337,326,0.9101,0.0782,22,0.2237
0.1789,0,3,1377.9643,2314.4319,0,0.0,0.0,0.0,19,13,0.7664,0.1114,226,0.7107
0.0458,0,0,96.4782,8.4377,1,0.0,0.0,0.0,472,327,0.8639,0.0301,13,0.2738
